n,mae,rmse,mape_percent,rmsle,r2,epsilon_percent,beta_percent,run,mean_member_val_nll,n_features
2113,2.3568372009640925,4.248125578542097,55.19845025910228,0.6317699656213569,0.6066914713274341,58.714741468429565,-11.78391848623972,1,0.18137004971504211,9
